,time,TOut.y,weaBus.TWetBul,weaBus.relHum,weaBus.HGloHor,uMod,uModActual.y,occSch.occupied,modCon.y,iceTan.SOC,chi.TSet,iceTan.TOutSet,TCHWSup.T,TCHWRetCoi.T,priPum.m_flow,secPum.m_flow,senRelPre.p_rel,conAHU.TSupSet,conAHU.TSup,senSupFlo.V_flow,conVAVCor.damVal.VDisSet_flow,VSupCor_flow.V_flow,conVAVSou.damVal.VDisSet_flow,VSupSou_flow.V_flow,conVAVEas.damVal.VDisSet_flow,VSupEas_flow.V_flow,conVAVNor.damVal.VDisSet_flow,VSupNor_flow.V_flow,conVAVWes.damVal.VDisSet_flow,VSupWes_flow.V_flow,conAHU.TZonCooSet,conAHU.TZonHeaSet,conVAVCor.TZon,conVAVSou.TZon,conVAVEas.TZon,conVAVNor.TZon,conVAVWes.TZon,ave.y,chi.P,priPum.P,secPum.P,fanSup.P,Tz_core_pred,Tz_east_pred,Tz_north_pred,Tz_south_pred,Tz_west_pred,Ptot_meas,P_pred,SOC_pred,Elec_rate
20995560.0,20995560.0,289.31,288.2614066182387,0.8976649999999999,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1347979345757,0.000815692519847157,0.0,0.00045889357826095684,0.0,9.674014103313231e-05,0.0,9.186677797618872e-05,0.0,9.67401410331816e-05,0.0,7.145193842589976e-05,303.15,285.15,297.04371228681117,296.5373045935073,296.70203691754347,296.6877686315069,296.7018700445737,296.7345384947885,0.0,0.0,0.0,-4.865955471458498e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995596.0,20995596.0,289.296,288.24451407967126,0.897347515,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1348406212975,0.0008155275705791795,0.0,0.0004588007814676616,0.0,9.672057838226576e-05,0.0,9.184820080969344e-05,0.0,9.672057838227089e-05,0.0,7.143748951864795e-05,303.15,285.15,297.0320316239426,296.5316098555791,296.70189308476535,296.68579737779277,296.7016818360306,296.7306027556221,0.0,0.0,0.0,-4.863987664214034e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995632.0,20995632.0,289.282,288.2274808424378,0.8970163200000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1348831756936,0.0008153713267933465,0.0,0.0004587128822101886,0.0,9.670204818929058e-05,0.0,9.183060409021744e-05,0.0,9.670204818928353e-05,0.0,7.142380318127486e-05,303.15,285.15,297.0216087754505,296.5284339494981,296.7032425149717,296.68588711026445,296.7029922852107,296.7284329270791,0.0,0.0,0.0,-4.862124077844163e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995668.0,20995668.0,289.268,288.2103111002788,0.896671805,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13492558328153,0.0008152437504930553,0.0,0.00045864111074397164,0.0,9.66869179236148e-05,0.0,9.18162360239263e-05,0.0,9.668691792359018e-05,0.0,7.141262801860602e-05,303.15,285.15,297.0125266470185,296.52737170377236,296.7057896901282,296.6877105554219,296.7055073025269,296.7277811797736,0.0,0.0,0.0,-4.860602684213292e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995704.0,20995704.0,289.25399999999996,288.19300904038755,0.89631436,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13496781402796,0.0008151306701052872,0.0,0.00045857749440266095,0.0,9.667350685375143e-05,0.0,9.180350054759398e-05,0.0,9.667350685374376e-05,0.0,7.140272264812762e-05,303.15,285.15,297.00494781131556,296.5281958979887,296.7093609378948,296.691084100188,296.709055077833,296.728528765044,0.0,0.0,0.0,-4.859254357825281e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995740.0,20995740.0,289.23999999999995,288.1755788436066,0.895944375,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13500989468355,0.0008150105858749417,0.0,0.0004585099378215925,0.0,9.665926513520632e-05,0.0,9.178997626717509e-05,0.0,9.66592651352065e-05,0.0,7.13922037633584e-05,303.15,285.15,296.99853651154143,296.5302158792494,296.71356184835446,296.6954411059683,296.713239944792,296.73019905798117,0.0,0.0,0.0,-4.8578227257002227e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995776.0,20995776.0,289.226,288.1580246846164,0.8955622400000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1350518297075,0.0008148863811836834,0.0,0.00045844006313843,0.0,9.664453473359535e-05,0.0,9.177598792149206e-05,0.0,9.664453473359697e-05,0.0,7.138132393893847e-05,303.15,285.15,296.9931206741191,296.5329889093136,296.7181290378096,296.70041169655144,296.7177985883935,296.73248978123746,0.0,0.0,0.0,-4.856342192117085e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995812.0,20995812.0,289.212,288.1403507321175,0.8951683450000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1350935897834,0.0008147572449464948,0.0,0.00045836741405033536,0.0,9.662921945493186e-05,0.0,9.176144416241069e-05,0.0,9.662921945493298e-05,0.0,7.137001212631975e-05,303.15,285.15,296.9887630005093,296.53641394602295,296.7229922668833,296.7059025969271,296.722662015936,296.73534676525577,0.0,0.0,0.0,-4.854803113635213e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995848.0,20995848.0,289.198,288.1225611490067,0.89476308,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13513513992655,0.000814622433731781,0.0,0.0004582915723147902,0.0,9.661323112879281e-05,0.0,9.174626126116632e-05,0.0,9.66132311287929e-05,0.0,7.135820320312938e-05,303.15,285.15,296.98547303847874,296.5403552555382,296.72806896111484,296.7117851835104,296.72774834387883,296.7386861565042,0.0,0.0,0.0,-4.8531966600184613e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995884.0,20995884.0,289.18399999999997,288.10466009254543,0.8943468350000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1351765604986,0.0008144835084232973,0.0,0.0004582134160598361,0.0,9.659675487485294e-05,0.0,9.173061501188019e-05,0.0,9.659675487485287e-05,0.0,7.134603389812899e-05,303.15,285.15,296.9827635836432,296.54450570009055,296.7332158527558,296.7178139455529,296.7329104530085,296.7422419070102,0.0,0.0,0.0,-4.851541459969453e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995920.0,20995920.0,289.16999999999996,288.0866517145225,0.8939199999999999,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1352178294738,0.0008143373560642705,0.0,0.00045813119399225566,0.0,9.657942149999086e-05,0.0,9.171415481983348e-05,0.0,9.657942149999083e-05,0.0,7.133323152653712e-05,303.15,285.15,296.9806593431221,296.54882140079144,296.73839961661963,296.723943192503,296.73811606413267,296.7459879234338,0.0,0.0,0.0,-4.849800459741339e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995956.0,20995956.0,289.15599999999995,288.06854016140903,0.893482965,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13525891664915,0.0008141840601170874,0.0,0.0004580449530649573,0.0,9.656124090242979e-05,0.0,9.169689008461845e-05,0.0,9.656124090242985e-05,0.0,7.131980339914762e-05,303.15,285.15,296.97917904133715,296.5532577714664,296.7435891256367,296.7301220709017,296.74333492339076,296.7498965865465,0.0,0.0,0.0,-4.847974699642841e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20995992.0,20995992.0,289.142,288.0503295745085,0.89303612,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13529982748554,0.0008140224812366168,0.0,0.0004579540523034579,0.0,9.654207795724137e-05,0.0,9.167869248833436e-05,0.0,9.654207795724152e-05,0.0,7.130564971314892e-05,303.15,285.15,296.97819669753807,296.55773976815357,296.7487463707092,296.7362824543681,296.74852805746974,296.75389866964775,0.0,0.0,0.0,-4.846050662098286e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996028.0,20996028.0,289.128,288.03202409009833,0.892579855,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1353405535918,0.0008138512221791659,0.0,0.0004578577056436361,0.0,9.652176695290207e-05,0.0,9.16594046673103e-05,0.0,9.652176695290248e-05,0.0,7.129064807457465e-05,303.15,285.15,296.977664866122,296.5622236143489,296.75384189512954,296.74237990763885,296.7536656449401,296.7579551856359,0.0,0.0,0.0,-4.8440117730397844e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996064.0,20996064.0,289.114,288.01362783956665,0.89211456,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13538104626974,0.0008136628189646538,0.0,0.0004577517139849967,0.0,9.649942266984664e-05,0.0,9.163818599563379e-05,0.0,9.649942266984677e-05,0.0,7.127414466327071e-05,303.15,285.15,296.9775997560452,296.566667928184,296.758838795137,296.7483559620462,296.75871082009445,296.7620346523014,0.0,0.0,0.0,-4.841769274196222e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996100.0,20996100.0,289.09999999999997,287.99514494954167,0.891640625,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13542129649517,0.0008134324846215332,0.0,0.000457622132631546,0.0,9.647210540283339e-05,0.0,9.161224485809943e-05,0.0,9.647210540283339e-05,0.0,7.125396822296622e-05,303.15,285.15,296.9778934214589,296.5710506436747,296.7637368683924,296.7541835867765,296.7636606039624,296.76610502485295,0.0,0.0,0.0,-4.839028390570956e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996136.0,20996136.0,289.08599999999996,287.97657954201475,0.89115844,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13546136931086,0.000813166803994536,0.0,0.000457472666098802,0.0,9.644059610712229e-05,0.0,9.158232286871179e-05,0.0,9.644059610712207e-05,0.0,7.123069556455372e-05,303.15,285.15,296.97842287048803,296.5753835458093,296.7685629183832,296.7598978051998,296.7685400868286,296.7701614453418,0.0,0.0,0.0,-4.8358678656887087e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996172.0,20996172.0,289.072,287.9579357344576,0.8906683950000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13550124882875,0.0008128318036825866,0.0,0.0004572842015734377,0.0,9.64008655778083e-05,0.0,9.154459379702995e-05,0.0,9.640086557780718e-05,0.0,7.120135073102358e-05,303.15,285.15,296.9791578864995,296.5796778718637,296.7733388468,296.76550188100106,296.7733690389683,296.7742091050265,0.0,0.0,0.0,-4.831884190459969e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996208.0,20996208.0,289.058,287.9392176399324,0.89017088,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13554090906155,0.0008124353273046941,0.0,0.00045706115172720755,0.0,9.635384405777877e-05,0.0,9.149994102420543e-05,0.0,9.635384405777992e-05,0.0,7.116662079660366e-05,303.15,285.15,296.9800912808546,296.58394491189694,296.7780799595106,296.7709952794783,296.7781603096865,296.7782543482854,0.0,0.0,0.0,-4.827171591508305e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996244.0,20996244.0,289.044,287.920429367196,0.889666285,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1355803856395,0.0008119724247779563,0.0,0.0004568007317354521,0.0,9.629894447337954e-05,0.0,9.1447807050891e-05,0.0,9.629894447338289e-05,0.0,7.112607215069245e-05,303.15,285.15,296.9811640637056,296.58820396245414,296.78281276280654,296.7764096643581,296.7829386208634,296.78230581483757,0.0,0.0,0.0,-4.8216723484095054e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996280.0,20996280.0,289.03,287.9015750207982,0.8891549999999999,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1356196367137,0.0008114556841541878,0.0,0.0004565100233988388,0.0,9.623765975113253e-05,0.0,9.138960959622944e-05,0.0,9.623765975113561e-05,0.0,7.108080746373568e-05,303.15,285.15,296.98238709518296,296.59246070383426,296.7875454163558,296.7817337432822,296.7877084328977,296.7863670783106,0.0,0.0,0.0,-4.815537216443788e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996316.0,20996316.0,289.01599999999996,287.88265870117294,0.888637415,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13565854137676,0.0008108712740848063,0.0,0.0004561812454408046,0.0,9.616834950680728e-05,0.0,9.132379091166974e-05,0.0,9.6168349506808e-05,0.0,7.102961515352128e-05,303.15,285.15,296.9837968656469,296.59672856592744,296.7922930201428,296.78693569264885,296.7924764929223,296.79044612745764,0.0,0.0,0.0,-4.808603369641165e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996352.0,20996352.0,289.00199999999995,287.86368450472395,0.88811392,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1356972074767,0.0008102449550912663,0.0,0.00045582889026588003,0.0,9.609406890901583e-05,0.0,9.125325225923057e-05,0.0,9.609406890901569e-05,0.0,7.097475175717925e-05,303.15,285.15,296.98530448792826,296.60101545204816,296.7970607339925,296.7920657524021,296.79724898610186,296.7945390824946,0.0,0.0,0.0,-4.8011778327903986e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996388.0,20996388.0,288.988,287.84465652390406,0.887584905,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13573567868235,0.0008095897378298466,0.0,0.0004554602774344378,0.0,9.601636100681443e-05,0.0,9.117945895562061e-05,0.0,9.60163610068142e-05,0.0,7.091735696548256e-05,303.15,285.15,296.98688483513746,296.6053194735414,296.8018438751829,296.7971385894308,296.8020226861911,296.79864189189675,0.0,0.0,0.0,-4.793415824255595e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996424.0,20996424.0,288.974,287.8255788472879,0.88705076,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13577383636726,0.0008089033885032386,0.0,0.0004550741502390643,0.0,9.593496087156144e-05,0.0,9.110215941819327e-05,0.0,9.59349608715613e-05,0.0,7.085723510303914e-05,303.15,285.15,296.9885687230482,296.6096549165191,296.8066513389032,296.802124098103,296.80679593018385,296.8027590013515,0.0,0.0,0.0,-4.78529174554719e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996460.0,20996460.0,288.96,287.8064555596394,0.8865118750000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13581176059813,0.0008082104298378683,0.0,0.000454684304723728,0.0,9.585277687091031e-05,0.0,9.102411550322226e-05,0.0,9.585277687090963e-05,0.0,7.079653428028401e-05,303.15,285.15,296.9903196764278,296.61401445438383,296.81147004553696,296.8070447565877,296.8115604291055,296.8068818724084,0.0,0.0,0.0,-4.777096424977752e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996496.0,20996496.0,288.94599999999997,287.7872907419723,0.88596864,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.13584947865866,0.0008075208544531872,0.0,0.00045429636255571096,0.0,9.577099411816675e-05,0.0,9.094645262297021e-05,0.0,9.577099411816553e-05,0.0,7.073612981786559e-05,303.15,285.15,296.99211514496517,296.6183928185651,296.8162895459512,296.8119056891919,296.81578783867076,296.8108982074688,0.0,0.0,0.0,-4.768948089635118e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996532.0,20996532.0,288.93199999999996,287.7680884716052,0.8854214450000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.135886864529,0.0008068466795491718,0.0,0.0004539170843772631,0.0,9.569103783589946e-05,0.0,9.087052420326431e-05,0.0,9.569103783589895e-05,0.0,7.067707438031622e-05,303.15,285.15,296.99395219263374,296.62279208273753,296.82109278292023,296.81666425957945,296.81801865822,296.8145039952182,0.0,0.0,0.0,-4.760988457705783e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996568.0,20996568.0,288.918,287.74885282221,0.8848706799999999,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1359239487739,0.0008061963454530444,0.0,0.0004535512185661406,0.0,9.561390903775542e-05,0.0,9.079728083087554e-05,0.0,9.561390903775526e-05,0.0,7.062010731290306e-05,303.15,285.15,296.99579674116495,296.62719891469004,296.8258608815137,296.8213222339705,296.8184953780214,296.8177348298721,0.0,0.0,0.0,-4.753316601601941e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996604.0,20996604.0,288.904,287.7295878638547,0.8843167350000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1359608213372,0.0008055838527206513,0.0,0.0004532066415883429,0.0,9.55412681750194e-05,0.0,9.07282993105089e-05,0.0,9.554126817501916e-05,0.0,7.056645501928442e-05,303.15,285.15,296.99762797478184,296.6316016877792,296.830584114561,296.82590003619373,296.8178339605337,296.8207095547699,0.0,0.0,0.0,-4.7460968090076693e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
20996640.0,20996640.0,288.89,287.7102976630405,0.8837600000000001,0.0,0.0,0.0,0.0,1.0,0.5,283.15,283.15,293.15,293.15,0.0,0.0,0.0,294.15,293.1359974185931,0.0008050126756052097,0.0,0.0004528853079911233,0.0,9.547352728914414e-05,0.0,9.066397092669509e-05,0.0,9.54735272891442e-05,0.0,7.051642183187374e-05,303.15,285.15,296.99942228839166,296.6359753395938,296.8352120232022,296.83035327522276,296.8160529855087,296.82340318238374,0.0,0.0,0.0,-4.739368971143273e-08,297.011860481158,296.8109945078375,296.82057163544334,296.80619042966043,296.6292714925953,0.0,0.0,0.5,0.064
